TIME,ITEM001,ITEM002,ITEM003,ITEM004,ITEM005,ITEM006,ITEM007,ITEM008,ITEM009,ITEM010,ITEM011,ITEM012,ITEM013,ITEM014,ITEM015,ITEM016,ITEM017,ITEM018,ITEM019,ITEM020,ITEM021,ITEM022,ITEM023,ITEM024,ITEM025,ITEM026,ITEM027,ITEM028,ITEM029,ITEM030,ITEM031,ITEM032,ITEM033,ITEM034,ITEM035,ITEM036,ITEM037,ITEM038,ITEM039,ITEM040,ITEM041,ITEM042,ITEM043,ITEM044,ITEM045,ITEM046,ITEM047,ITEM048,ITEM049,ITEM050,ITEM051,ITEM052,ITEM053,ITEM054,ITEM055,ITEM056,ITEM057,ITEM058,ITEM059,ITEM060,ITEM061,ITEM062,ITEM063,ITEM064,ITEM065,ITEM066,ITEM067,ITEM068,ITEM069,ITEM070,ITEM071,ITEM072,ITEM073,ITEM074,ITEM075,ITEM076,ITEM077,ITEM078,ITEM079,ITEM080,ITEM081,ITEM082,ITEM083,ITEM084,ITEM085,ITEM086,ITEM087,ITEM088,ITEM089,ITEM090,ITEM091,ITEM092,ITEM093,ITEM094,ITEM095,ITEM096,ITEM097,ITEM098,ITEM099,ITEM100,ITEM101,ITEM102,ITEM103,ITEM104,ITEM105,ITEM106,ITEM107,ITEM108
2022-11-08 8:57,199,200,199,199,199,200,199,199,200,200,200,200,200,200,200,200,202,197,203,202,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,2.7892375,3.032125,3.7592,3.438525,2.3495,2.759075,2.76225,2.3495,3.381375,3.927475,3.7131625,3.381375,2.7701875,2.77495,2.7733625,2.365375,5.4102,6.06425,6.0594875,5.40385,3.8401625,2.854325,4.079875,3.1035625,2.8146375,3.057525,3.4671,2.8082875,2.77495,2.7432,2.99085,2.77495,4.041775,4.5005625,4.4577,3.80365,2.9860875,2.974975,3.3797875,2.7432,0.90805,0.8080375,1.2080875,0.8048625,14.7971,14.7775,14.8048,14.6911,6.65134,6.61939,6.65134,6.57837,134.375,88.4147,136.165,59.3621,87.3951,57.4779,89.4249,38.5226,2.86281,2.64313,2.92087,2.79303,0.947964,0.876363,0.95924,0.915169
2022-11-08 8:57,199,200,200,199,199,200,200,199,200,200,200,200,200,200,200,200,202,197,203,197,200,200,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,3.76555,3.0353,3.7592,3.0400625,2.7606625,3.0051375,3.00355,2.11455,3.705225,3.3797875,3.7131625,3.381375,2.771775,2.7733625,2.7733625,2.3606125,5.4102,5.775325,6.3039625,5.4102,2.8559125,3.10515,3.0988,2.8559125,2.8114625,2.4003,3.0559375,2.8114625,2.73685,2.97815,2.74955,2.3320375,4.7037625,4.4624625,4.6942375,4.0401875,1.774825,2.7320875,3.387725,2.73685,0.8509,0.784225,1.21285,0.8239125,14.6399,14.7764,14.8008,14.6399,6.48754,6.62866,6.62866,6.48754,138.732,76.5941,150.307,65.6204,90.4633,49.797,97.5971,42.6893,2.71382,2.81445,2.86783,2.71382,0.882738,0.934499,0.934499,0.832173
2022-11-08 8:58,200,199,200,200,199,200,199,199,200,200,200,200,200,200,200,200,199,202,202,199,201,200,201,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,4.00685,3.43535,4.00685,3.4274125,3.0051375,2.7574875,3.0051375,2.34315,3.9481125,3.9481125,3.38455,3.3782,2.3637875,2.771775,2.77495,2.359025,5.6515,5.407025,5.654675,5.648325,3.8306375,2.4384,3.508375,2.8495625,3.4591625,3.0464125,3.4591625,2.8082875,2.9765625,2.7305,2.9860875,2.9765625,4.43865,4.689475,4.4529375,4.43865,2.9702125,2.5701625,2.9733875,2.9606875,0.8397875,1.2192,1.8462625,0.8270875,14.868,14.8834,14.868,14.757,6.67358,6.69013,6.67358,6.61019,68.3345,82.5437,151.083,68.3345,43.9501,54.189,98.901,43.9501,2.89256,2.6711,2.97609,2.73244,0.931275,0.873582,0.965794,0.876958
2022-11-08 8:58,200,199,200,199,199,200,200,199,200,200,200,200,200,200,200,200,197,202,203,197,201,200,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,4.00685,3.4401125,4.00685,3.762375,2.5892125,2.7574875,2.76225,2.3495,3.7099875,3.3797875,3.711575,3.7068125,2.7765375,2.3622,2.7765375,2.3622,5.40385,6.302375,6.0579,5.40385,3.6560125,3.0988,3.6560125,2.4495125,2.8114625,3.057525,3.0622875,2.3987125,2.9845,2.987675,2.9845,2.7432,4.7005875,5.4340125,5.108575,4.4878625,2.7289125,2.9765625,3.7068125,2.7289125,0.7889875,1.4874875,0.8270875,0.784225,14.9052,14.7863,14.9052,14.6814,6.70564,6.59618,6.70564,6.53214,153.69,53.0116,161.463,53.0116,100.069,34.3668,105.699,34.3668,2.79406,2.60632,2.87282,2.60632,0.912114,0.872687,0.934334,0.872687
2022-11-08 8:59,200,200,200,199,200,199,200,199,200,200,200,200,200,201,200,200,200,200,198,197,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,4.010025,3.02895,3.7592,3.0400625,3.0019625,2.76225,2.759075,2.3510875,3.70205,2.9702125,3.9481125,3.381375,3.01625,2.3542625,3.01625,2.7686,5.407025,5.407025,5.6467375,5.407025,2.8495625,3.5163125,3.502025,2.8495625,2.8067,2.8051125,2.8067,2.8067,2.7447875,2.7416125,2.7384375,2.33045,4.6974125,4.448175,4.454525,3.7957125,2.73685,2.97815,2.9892625,2.7416125,1.2080875,0.8429625,1.2080875,0.8128,14.777,14.8537,14.777,14.6473,6.57751,6.63326,6.6124,6.47376,87.3654,67.5852,156.863,81.4918,56.1883,42.9009,101.336,52.2334,3.10177,2.78912,3.10177,2.68334,0.909063,0.914435,0.927837,0.907703
2022-11-08 8:59,200,200,200,199,200,199,200,199,200,200,200,200,200,201,201,200,203,200,203,197,200,200,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,3.025775,3.0273625,3.432175,3.025775,2.7606625,2.3495,2.76225,2.7559,3.7004625,3.813175,3.7084,3.7004625,2.7733625,2.77495,2.7733625,2.7670125,5.4102,5.6515,6.0626625,5.40385,3.0940375,3.5099625,3.5131375,2.85115,3.051175,3.051175,3.4591625,2.397125,2.3383875,2.7416125,2.9845,2.9765625,4.4465875,4.6942375,4.4497625,3.787775,2.9733875,2.7305,3.3766125,2.7289125,1.209675,0.8001,1.235075,0.8128,14.67,14.7369,14.7724,14.67,6.52486,6.59308,6.64198,6.52486,123.039,94.2139,136,82.6004,79.9169,61.4878,88.5758,53.6393,2.75508,2.53891,2.89805,2.53891,0.856856,0.884941,0.945865,0.820643
2022-11-08 9:00,200,200,200,200,200,200,200,200,200,200,200,200,200,201,201,200,201,199,203,201,201,201,201,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,4.0020875,3.444875,3.7671375,2.7892375,2.7574875,2.765425,2.7574875,2.3510875,3.3829625,3.711575,3.95605,3.3797875,3.0146625,2.7733625,3.0146625,2.3701375,6.0579,5.654675,6.0594875,5.40385,2.85115,3.63855,3.5052,2.85115,3.057525,2.8114625,3.0591125,2.4018875,2.9860875,2.981325,2.9860875,2.7432,4.7037625,4.4497625,4.7037625,3.7988875,2.7384375,3.3861375,3.7195125,2.974975,0.9001125,0.8128,1.463675,0.81915,14.8816,14.9972,14.9366,14.8906,6.71462,6.75821,6.75528,6.72303,140.68,149.993,140.68,63.1442,91.8901,98.419,91.8901,41.097,2.55152,2.55834,2.67792,2.32841,0.856991,0.864485,0.9132,0.816645
2022-11-08 9:00,200,200,200,200,200,200,200,199,200,200,200,200,200,201,201,200,202,199,203,197,201,201,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,3.4464625,2.797175,3.4464625,2.794,2.35585,2.76225,2.7574875,2.35585,2.9718,3.7036375,3.381375,2.9718,2.7733625,2.3622,2.7733625,2.72415,6.0579,5.0784125,6.0579,5.6562625,3.0972125,3.0988,4.4878625,3.0988,3.0559375,2.8067,3.0559375,2.816225,2.879725,2.9924375,2.879725,2.7447875,4.4577,4.0497125,4.4577,4.0497125,2.339975,3.387725,3.711575,2.339975,0.8207375,0.8175625,0.8382,0.8207375,14.928,14.9178,14.9666,14.9178,6.68527,6.73305,6.76175,6.68527,72.4715,89.0353,159.447,72.4715,46.5558,57.7619,104.126,46.5558,2.64966,2.849,2.849,2.64966,0.855912,0.916011,0.972121,0.855912
2022-11-08 9:01,200,200,200,200,199,200,199,199,200,200,200,200,200,200,200,200,201,199,199,197,200,200,200,200,200,200,200,200,200,200,200,200,201,200,201,201,200,200,200,200,3.43535,3.7671375,4.010025,2.7828875,2.35585,2.352675,3.006725,2.359025,3.9481125,3.381375,3.7099875,2.9797375,2.3606125,2.7701875,2.77495,2.35585,5.6467375,5.6499125,6.0579,5.6499125,3.8338125,3.832225,3.8338125,3.09245,2.8067,2.397125,3.4591625,2.8067,2.740025,2.7432,2.97815,2.3415625,5.1038125,3.794125,5.1038125,4.4497625,3.3797875,2.9987875,2.99085,2.333625,0.81915,1.2239625,1.2192,0.8112125,14.7541,14.9077,14.9187,14.7541,6.6548,6.73517,6.70177,6.63104,146.754,53.3494,149.736,64.5134,95.793,34.4793,97.4575,42.0111,2.73917,2.94023,2.9957,2.43061,0.95589,0.838215,0.96178,0.803445
2022-11-08 9:01,200,200,200,200,199,200,200,199,200,200,200,200,200,200,201,200,199,199,203,197,200,200,201,200,200,200,200,200,200,200,200,200,200,200,201,200,200,200,200,200,3.0241875,3.76555,3.43535,3.0241875,2.3479125,2.3574375,3.006725,2.3479125,3.9481125,3.381375,3.9481125,3.9449375,2.771775,2.7733625,2.771775,2.3637875,5.0720625,5.6499125,6.302375,5.648325,3.82905,3.832225,3.832225,3.0988,2.8051125,3.048,3.0559375,2.422525,2.97815,3.3797875,2.981325,2.733675,3.794125,5.0974625,4.689475,4.0465375,2.073275,2.9733875,3.381375,2.073275,0.8048625,0.815975,1.4525625,0.8048625,14.679,14.6001,14.679,14.6001,6.51214,6.49098,6.55865,6.47308,141.667,72.7623,141.667,72.7623,92.1133,46.7216,92.1133,46.7216,2.92847,2.92579,2.95983,2.66907,0.861886,0.88665,0.899099,0.827033
2022-11-08 9:02,200,200,200,200,200,199,200,200,200,200,200,200,200,200,200,200,203,197,203,202,201,201,201,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,3.0353,3.762375,4.403725,3.0353,2.3510875,2.76225,2.7574875,2.3479125,3.698875,3.7068125,3.9449375,3.698875,2.7638375,2.7670125,3.0099,2.7638375,5.635625,5.6530875,5.648325,5.635625,2.854325,3.5052,3.0940375,2.4431625,2.803525,3.048,3.051175,2.803525,2.7352625,2.9765625,2.974975,2.33045,4.695825,4.454525,4.695825,4.43865,3.3797875,2.9733875,3.3797875,2.3320375,0.606425,1.2017375,1.2080875,0.606425,14.7558,14.7719,14.8539,14.6962,6.61014,6.61193,6.65256,6.54967,82.891,94.2655,142.11,82.891,54.1444,61.4785,92.636,54.1444,2.90492,3.07365,2.90492,2.52916,0.975678,0.956594,0.975678,0.758341
2022-11-08 9:02,200,200,200,200,199,199,200,199,200,200,200,200,200,200,201,200,201,197,203,197,200,201,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,3.432175,3.0353,4.0052625,3.7576125,2.1066125,1.78435,2.7543125,2.111375,2.9733875,3.7036375,3.9512875,2.9670375,2.7701875,2.765425,2.7701875,2.7670125,5.6515,5.3990875,5.648325,5.3990875,3.5052,2.85115,3.5052,3.0972125,2.403475,2.8432125,2.8019375,2.3923625,2.73685,2.7447875,2.7416125,2.7320875,4.689475,4.45135,4.76885,4.6910625,3.381375,2.0812125,3.381375,3.3734375,0.8493125,0.8207375,1.222375,0.8493125,14.9693,14.906,15.0449,14.906,6.79981,6.74818,6.82752,6.74818,103.3,109.796,131.998,103.3,67.0972,71.659,86.7695,67.0972,2.80227,2.86203,2.87279,2.65468,0.944699,0.915465,0.950964,0.894653
2022-11-08 9:03,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,197,203,200,197,200,201,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,3.7607875,3.4337625,3.7607875,3.429,2.7543125,2.3542625,2.9972,2.35585,3.3782,4.0894,3.3797875,3.349625,2.771775,2.6749375,2.7701875,2.3637875,5.40385,5.6515,5.6515,5.407025,3.8354,3.8338125,3.0972125,2.44475,3.051175,2.803525,2.8067,2.4003,2.981325,3.381375,2.97815,2.73685,4.0401875,4.03225,4.041775,3.794125,2.981325,2.72415,3.37185,2.73685,0.78105,1.209675,1.2192,0.78105,14.8867,14.9373,14.9139,14.8421,6.70526,6.70314,6.70835,6.6263,111.702,103.4,111.702,84.6919,72.058,66.1711,72.058,55.332,2.79326,2.77197,2.81022,2.52366,0.917413,0.889314,0.921073,0.877416
